id,workId,targetType,targetId,sourceType,sourceUrl,fetchedAt,extractorVersion,reviewedByHuman,confidence,notes
ev-g2-fresh-b-art-blue-period,blue-period,work,blue-period,publisher,https://www.kodansha.co.jp/comic/products/0000052420/trial,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-the-apothecary-diaries,the-apothecary-diaries,work,the-apothecary-diaries,publisher,https://magazine.jp.square-enix.com/top/comics/detail/9784757554894/,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-the-apothecary-diaries,the-apothecary-diaries,work,the-apothecary-diaries,model,https://magazine.jp.square-enix.com/biggangan/tachiyomi/kusuriya_01/,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-the-apothecary-diaries,the-apothecary-diaries,work,the-apothecary-diaries,publisher,https://magazine.jp.square-enix.com/biggangan/tachiyomi/kusuriya_01/,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-dorohedoro,dorohedoro,work,dorohedoro,publisher,https://shogakukan-comic.jp/book?isbn=9784091882714,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-dorohedoro,dorohedoro,work,dorohedoro,model,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091882710000d0000000,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-dorohedoro,dorohedoro,work,dorohedoro,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091882710000d0000000,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-sweat-and-soap,sweat-and-soap,work,sweat-and-soap,publisher,https://www.kodansha.co.jp/comic/products/0000314272,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-sweat-and-soap,sweat-and-soap,work,sweat-and-soap,model,https://www.kodansha.co.jp/comic/products/0000314272/trial,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-sweat-and-soap,sweat-and-soap,work,sweat-and-soap,publisher,https://www.kodansha.co.jp/comic/products/0000314272/trial,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-a-condition-called-love,a-condition-called-love,work,a-condition-called-love,publisher,https://www.kodansha.co.jp/comic/products/0000116236,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-a-condition-called-love,a-condition-called-love,work,a-condition-called-love,model,https://www.kodansha.co.jp/comic/products/0000116236/trial,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-a-condition-called-love,a-condition-called-love,work,a-condition-called-love,publisher,https://www.kodansha.co.jp/comic/products/0000116236/trial,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-she-loves-to-cook-and-she-loves-to-eat,she-loves-to-cook-and-she-loves-to-eat,work,she-loves-to-cook-and-she-loves-to-eat,publisher,https://www.kadokawa.co.jp/product/322010000636/,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-she-loves-to-cook-and-she-loves-to-eat,she-loves-to-cook-and-she-loves-to-eat,work,she-loves-to-cook-and-she-loves-to-eat,model,https://comic-walker.com/detail/KC_002798_S/episodes/KC_0027980000100011_E?episodeType=first,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-she-loves-to-cook-and-she-loves-to-eat,she-loves-to-cook-and-she-loves-to-eat,work,she-loves-to-cook-and-she-loves-to-eat,publisher,https://comic-walker.com/detail/KC_002798_S/episodes/KC_0027980000100011_E?episodeType=first,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-my-brothers-husband,my-brothers-husband,work,my-brothers-husband,publisher,https://www.futabasha.co.jp/introduction/otto/,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-my-brothers-husband,my-brothers-husband,work,my-brothers-husband,model,https://bookwalker.jp/def8abc8fa-6d64-4eb6-abb1-6641fe747559/?sample=1,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-my-brothers-husband,my-brothers-husband,work,my-brothers-husband,manual,https://bookwalker.jp/def8abc8fa-6d64-4eb6-abb1-6641fe747559/?sample=1,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-our-dreams-at-dusk,our-dreams-at-dusk,work,our-dreams-at-dusk,publisher,https://shogakukan-comic.jp/book?jdcn=091874190000d0000000,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-our-dreams-at-dusk,our-dreams-at-dusk,work,our-dreams-at-dusk,model,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091874190000d0000000,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-our-dreams-at-dusk,our-dreams-at-dusk,work,our-dreams-at-dusk,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091874190000d0000000,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-nina-the-starry-bride,nina-the-starry-bride,work,nina-the-starry-bride,publisher,https://www.kodansha.co.jp/comic/products/0000337875,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-nina-the-starry-bride,nina-the-starry-bride,work,nina-the-starry-bride,model,https://www.kodansha.co.jp/comic/products/0000337875/trial,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-nina-the-starry-bride,nina-the-starry-bride,work,nina-the-starry-bride,publisher,https://www.kodansha.co.jp/comic/products/0000337875/trial,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-baby-steps,baby-steps,work,baby-steps,publisher,https://www.kodansha.co.jp/comic/products/0000012347,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-baby-steps,baby-steps,work,baby-steps,model,https://www.kodansha.co.jp/comic/products/0000012347/trial,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-baby-steps,baby-steps,work,baby-steps,publisher,https://www.kodansha.co.jp/comic/products/0000012347/trial,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-capeta,capeta,work,capeta,publisher,https://www.kodansha.co.jp/comic/products/0000035404,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-capeta,capeta,work,capeta,model,https://www.kodansha.co.jp/comic/products/0000035404/trial,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-capeta,capeta,work,capeta,publisher,https://www.kodansha.co.jp/comic/products/0000035404/trial,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-yowamushi-pedal,yowamushi-pedal,work,yowamushi-pedal,publisher,https://www.akitashoten.co.jp/comics/4253214517,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-yowamushi-pedal,yowamushi-pedal,work,yowamushi-pedal,model,https://arc.akitashoten.co.jp/comics/wccomic/30933,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-yowamushi-pedal,yowamushi-pedal,work,yowamushi-pedal,publisher,https://arc.akitashoten.co.jp/comics/wccomic/30933,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-moon-land,moon-land,work,moon-land,publisher,https://books.shueisha.co.jp/items/contents.html?jdcn=08881782881782315501&rf=hr,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-moon-land,moon-land,work,moon-land,model,https://shonenjumpplus.com/episode/10834108156641674566,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-moon-land,moon-land,work,moon-land,publisher,https://shonenjumpplus.com/episode/10834108156641674566,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-giant-killing,giant-killing,work,giant-killing,publisher,https://www.kodansha.co.jp/comic/products/0000013722,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-giant-killing,giant-killing,work,giant-killing,model,https://comic-days.com/episode/13932016480029857119,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-giant-killing,giant-killing,work,giant-killing,publisher,https://comic-days.com/episode/13932016480029857119,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-dragon-head,dragon-head,work,dragon-head,publisher,https://www.kodansha.co.jp/comic/products/0000006806,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-dragon-head,dragon-head,work,dragon-head,model,https://www.kodansha.co.jp/comic/products/0000006806/trial,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-dragon-head,dragon-head,work,dragon-head,publisher,https://www.kodansha.co.jp/comic/products/0000006806/trial,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-kasane,kasane,work,kasane,publisher,https://www.kodansha.co.jp/comic/products/0000038876,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-kasane,kasane,work,kasane,model,https://www.kodansha.co.jp/comic/products/0000038876/trial,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-kasane,kasane,work,kasane,publisher,https://www.kodansha.co.jp/comic/products/0000038876/trial,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-homunculus,homunculus,work,homunculus,publisher,https://shogakukan-comic.jp/book?jdcn=091870710000d0000000,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-homunculus,homunculus,work,homunculus,model,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091870710000d0000000,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-homunculus,homunculus,work,homunculus,publisher,https://e-comi.shogakukan.co.jp/viewer/open?jdcn=091870710000d0000000,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-fort-of-apocalypse,fort-of-apocalypse,work,fort-of-apocalypse,publisher,https://www.kodansha.co.jp/comic/products/0000046091,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-fort-of-apocalypse,fort-of-apocalypse,work,fort-of-apocalypse,model,https://www.kodansha.co.jp/comic/products/0000046091/trial,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-fort-of-apocalypse,fort-of-apocalypse,work,fort-of-apocalypse,publisher,https://www.kodansha.co.jp/comic/products/0000046091/trial,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-a-brides-story,a-brides-story,work,a-brides-story,publisher,https://www.kadokawa.co.jp/product/301302002821/,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-a-brides-story,a-brides-story,work,a-brides-story,model,https://bookwalker.jp/dee44ace55-bb05-49d0-a7c9-0b58d1ce2133/?sample=1,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
ev-g2-fresh-b-art-a-brides-story,a-brides-story,work,a-brides-story,manual,https://bookwalker.jp/dee44ace55-bb05-49d0-a7c9-0b58d1ce2133/?sample=1,2026-08-12T14:30:00+09:00,g2-fresh-b-art-observation-v1,false,0.86,Edge remote CDP로 공식 또는 출판사 연결 라이선스 내부 페이지 6쪽 이상과 2개 이상 맥락을 직접 관찰한 모델 초벌 Art 근거; exact refs는 art-evidence-manifest.csv에 기록; 사람 검수 전
ev-g2-fresh-b-bib-isabella-bird-in-wonderland,isabella-bird-in-wonderland,work,isabella-bird-in-wonderland,publisher,https://www.kadokawa.co.jp/product/301503000079/,2026-08-12T13:00:00+09:00,g2-fresh-b-bibliography-v1,false,0.98,2026-08-12 기준 1차 출판사 서지와 일본어 대표 1권 ISBN을 대조한 근거; 패널 검수 전
ev-g2-fresh-b-annotation-isabella-bird-in-wonderland,isabella-bird-in-wonderland,work,isabella-bird-in-wonderland,model,https://comic-walker.com/detail/KC_000652_S/episodes/KC_0006520000100012_E?episodeType=first,2026-08-12T13:30:00+09:00,g2-fresh-b-entry-annotation-v1,false,0.82,공식 소개와 초반 1~3권 범위의 합법적 내부 미리보기를 대조한 오프라인 모델 초벌 주석; 사람 또는 승인 패널 검수 전
